ENSEMBL ID,Gene Name,Chr,Strand,Start,End,fex10_1,fex10_2,fex10_3,fex2_1,fex2_2,fex2_3,S2R_1,S2R_2,S2R_3
FBgn0044046,Ilp7,X,+,3667621,3668845,1,0,3,1,1,0,0,0,0
FBgn0023215,Mnt,X,+,3671801,3701672,3903,3082,3005,2923,3033,3104,1748,2360,1514
FBgn0015286,Rala,X,-,3704610,3719635,10242,8149,7690,10538,11387,12379,8590,9863,8119
FBgn0023216,Parg,X,-,3668837,3671502,2739,2131,1896,2159,2239,2244,1897,2093,2026
FBgn0029672,CG2875,X,-,3571456,3573622,1548,1516,1310,1749,1704,1787,1001,1281,926
FBgn0052791,DIP-alpha,X,-,3507245,3571649,763,568,575,679,715,823,891,1083,697
FBgn0029667,Gas8,X,-,3491011,3504851,5,3,4,4,4,1,4,8,4
FBgn0029665,CG14270,X,-,3484605,3485378,1246,905,751,1034,1050,1044,1211,1214,1263
FBgn0029663,CG10804,X,-,3476463,3482322,4,1,3,2,2,3,2,7,2
FBgn0052785,tRNA:Gln-CTG-2-1,X,+,3819699,3819770,0,1,0,0,0,0,0,0,0
FBgn0025118,tRNA:Pro-CGG-3-1,X,+,3827622,3827693,0,0,0,0,0,0,0,0,0
FBgn0028491,CG2930,X,+,3868973,3880379,25,23,15,18,24,14,14,28,21
FBgn0029681,CG15239,X,+,3884168,3890486,4,1,2,0,1,1,1,0,0
FBgn0029686,Glos,X,+,3936517,3940582,1015,851,821,868,879,988,801,1052,831
FBgn0052786,Gem4b,X,+,3940847,3944265,459,366,345,352,367,383,320,439,314
FBgn0052783,Gem4c,X,+,3945043,3948460,443,368,375,350,362,392,321,447,314
FBgn0029687,Vap33,X,+,3948975,3955442,20501,15627,14481,19723,20320,22571,17483,20141,16729
FBgn0029690,CG6414,X,-,3968788,3971350,1,0,0,0,0,0,0,0,1
FBgn0029689,CG6428,X,-,3965435,3968655,1122,838,812,913,913,827,605,712,715
FBgn0029688,lva,X,-,3955543,3965327,10594,8284,7639,7809,8054,7557,5564,7126,6729
FBgn0029685,CG2938,X,-,3932000,3936469,3328,2383,2203,2305,2414,2288,1527,1957,1532
FBgn0019661,lncRNA:roX1,X,-,3857230,3862697,3,4,1,0,3,2,6,2,3
FBgn0029694,CG15375,X,+,4101318,4102995,16,23,9,15,13,18,12,23,24
FBgn0000221,brn,X,+,4104342,4105791,1175,742,775,712,774,687,806,893,1078
FBgn0026084,cib,X,+,4106113,4110981,12364,10394,10130,9582,10055,10309,7732,8663,8836
FBgn0026085,dgt4,X,+,4113701,4114929,2102,1534,1355,2180,2278,2146,2425,2409,3116
FBgn0026083,tyf,X,+,4117020,4130016,20741,14748,14539,15419,15310,14916,11867,14800,13113
FBgn0066114,GlcAT-I,X,+,4131211,4132833,2541,2010,2019,1937,1975,1869,1604,1625,1736
FBgn0029697,CG15570,X,+,4218170,4223331,0,0,0,0,2,0,0,2,0
FBgn0029701,CG12691,X,+,4266097,4266669,0,0,0,0,0,0,0,0,0
FBgn0029702,CG15572,X,+,4268701,4271083,0,0,1,0,0,0,0,0,0
FBgn0029706,CG3626,X,+,4366417,4371136,2608,1883,1712,1806,1793,1858,1607,1812,1733
FBgn0029707,CG12688,X,+,4380758,4382466,0,1,0,0,2,1,0,2,1
FBgn0029705,CG12693,X,-,4327080,4329457,6,8,3,3,6,0,6,8,5
FBgn0040907,mRpL33,X,-,4321764,4322231,531,476,407,516,651,609,789,895,800
FBgn0002707,mei-9,X,-,4314230,4318801,533,416,376,440,487,460,433,532,483
FBgn0040906,CG15579,X,-,4311279,4311799,4,0,1,2,1,3,3,3,1
FBgn0029703,CG12692,X,-,4300117,4302346,2,0,1,0,1,1,0,0,1
FBgn0040905,CG15578,X,-,4277547,4277961,3,2,3,1,0,0,4,0,3
FBgn0040904,CG15577,X,-,4276493,4277000,2,4,4,0,2,1,2,1,1
FBgn0029700,CG15576,X,-,4251870,4252790,0,0,0,0,0,0,0,0,0
FBgn0052774,Muc4B,X,-,4244095,4246139,1,4,2,0,1,2,2,2,0
FBgn0041252,Femcoat,X,-,4241887,4242826,1,0,1,0,0,0,0,0,0
FBgn0029696,CG15571,X,-,4216873,4217394,1,0,0,1,0,0,1,0,0
FBgn0000635,Fas2,X,-,4132887,4206093,169,113,141,40,48,66,19,35,17
FBgn0026080,Tip60,X,-,4114800,4117487,3945,3266,3244,3634,3686,3610,3045,3452,3852
FBgn0026079,Nsun2,X,-,4111156,4113734,13134,9435,8428,10732,10627,9987,7715,8009,10053
FBgn0004832,Xpac,X,-,4102955,4104197,2054,1402,1240,1446,1513,1264,1169,1126,1846
FBgn0029693,CG6379,X,-,4097592,4101031,14636,10305,9623,10948,11049,10936,8301,9762,9544
FBgn0000179,bi,X,+,4412856,4485647,29,24,14,39,43,50,2,1,0
FBgn0029708,CG3556,X,+,4530231,4535464,7,3,3,3,2,3,6,6,3
FBgn0029709,CHOp24,X,+,4540908,4542506,2262,1561,1385,1540,1787,1393,1592,1366,2164
FBgn0029710,CG3568,X,+,4542630,4544497,20,22,15,23,32,22,36,37,60
FBgn0029712,CG15912,X,+,4549070,4549957,54,37,34,55,72,50,76,77,103
FBgn0029714,CG3527,X,+,4551973,4553006,537,415,352,415,451,451,437,438,508
FBgn0029716,CG3546,X,+,4558072,4560317,0,0,0,0,1,0,0,0,0
FBgn0022768,Pp2C1,X,-,4679988,4686903,2807,2036,1988,2110,2036,2031,1456,1802,1793
FBgn0029715,CG11444,X,-,4553117,4554398,2643,1859,1543,2031,2051,1970,1919,1823,2361
FBgn0029713,CG11436,X,-,4549883,4551878,784,566,559,691,664,687,648,810,701
FBgn0029711,Usf,X,-,4544617,4548794,281,221,280,253,291,296,269,352,282
FBgn0003210,rb,X,-,4535635,4540626,2304,1612,1636,1761,1729,1773,1555,1861,1491
FBgn0052773,lncRNA:CR32773,X,-,4387676,4611385,68,56,58,30,38,43,10,8,11
FBgn0011760,ctp,X,+,4687800,4702034,14206,11478,10313,14403,15139,15812,13297,15153,14564
FBgn0028325,Pdha,X,+,4702284,4705265,3506,2855,2638,3056,3254,3142,2917,3114,3347
FBgn0029722,CG7024,X,+,4705309,4707504,18,3,9,10,7,2,3,5,14
FBgn0029727,CG6978,X,+,4784075,4786059,0,0,0,0,0,0,0,0,0
FBgn0029729,CG12682,X,+,4825974,4826833,0,0,0,0,0,0,0,0,0
FBgn0029730,boil,X,+,4875670,4877263,0,0,0,0,0,0,0,0,0
FBgn0029733,CG6927,X,+,4906900,4908821,1,1,0,1,1,0,0,0,1
FBgn0052772,CG32772,X,+,4909102,4915161,1395,1120,999,1246,1250,1403,1064,1188,1040
FBgn0029737,CG6903,X,+,4918730,4921648,1224,848,809,977,933,831,689,779,967
FBgn0004368,Ptp4E,X,+,4939128,4955916,3820,2731,2667,2852,2743,2772,1669,2163,1791
FBgn0029740,CG12680,X,+,4997441,4998388,0,0,0,0,0,1,0,0,1
FBgn0061196,CG15468,X,-,4959929,4961128,0,0,0,0,0,0,0,0,0
FBgn0029728,CG2861,X,-,4797231,4804862,0,3,0,1,0,0,3,0,0
FBgn0029726,CG15471,X,-,4782201,4782789,0,0,0,0,0,0,0,0,0
FBgn0029725,CG2871,X,-,4775984,4777375,0,0,0,0,0,0,0,0,0
FBgn0025679,Klf15,X,-,4770557,4771588,0,0,0,0,0,0,0,0,0
FBgn0029724,CG15472,X,-,4768727,4770137,0,0,0,0,0,0,0,1,0
FBgn0029745,Rpn13R,X,+,5131898,5132985,0,0,0,0,0,0,0,0,0
FBgn0029746,CG15465,X,+,5085759,5254864,14,14,8,13,9,19,12,6,10
FBgn0003449,snf,X,+,5309242,5310501,1569,1343,1122,1480,1625,1575,1316,1362,1612
FBgn0011761,dhd,X,+,5312171,5313125,4,1,1,0,0,3,0,0,1
FBgn0029753,CG4198,X,+,5313258,5315190,0,3,0,0,0,0,0,0,0
FBgn0029755,Sas10,X,+,5317409,5319071,654,444,400,536,483,464,416,407,647
FBgn0014024,Rnp4F,X,-,5318928,5322696,2381,1894,1743,1976,1892,1830,1448,1945,2003
FBgn0029754,CG15930,X,-,5315130,5317295,9,4,8,3,2,2,1,6,7
FBgn0029752,TrxT,X,-,5310581,5311888,8,7,6,6,4,3,4,6,4
FBgn0029751,CG17764,X,-,5306261,5307417,8,9,7,9,9,4,7,11,9
FBgn0029750,CG3323,X,-,5302988,5305691,134,102,101,113,97,121,72,74,73
FBgn0029747,CG5062,X,-,5180182,5182369,0,0,0,0,0,0,0,0,0
FBgn0052767,CG32767,X,-,5071027,5084768,2671,2262,1969,2372,2418,2516,1183,1451,1112
FBgn0026751,XRCC1,X,+,5329876,5332435,2035,1407,1381,1988,2055,2105,1615,1774,1867
FBgn0010014,CanB,X,+,5332499,5334449,11,2,10,3,1,7,5,2,3
FBgn0029761,SK,X,+,5340236,5405138,2,3,1,2,0,1,2,2,2
FBgn0029763,Usp16-45,X,+,5421533,5427219,1898,1371,1269,1604,1462,1381,1083,1261,1245
FBgn0029765,CG16756,X,+,5427517,5428217,0,2,0,0,2,1,2,0,0
FBgn0029766,CG15784,X,+,5429571,5432526,4387,2900,3797,1742,1785,1521,1915,2203,2438
FBgn0029768,SPR,X,+,5446656,5494012,0,1,0,1,0,0,0,0,2
FBgn0029770,CG4151,X,+,5501476,5502782,0,0,0,0,0,0,0,0,0
FBgn0029771,CG12730,X,+,5516608,5518771,1932,1516,1433,1983,2020,2225,1745,1874,1848
FBgn0026702,l(1)G0045,X,+,5622648,5625493,451,287,236,305,261,280,209,241,322
FBgn0004687,Mlc-c,X,-,5619136,5622539,9767,6956,6421,7656,8789,8941,8301,8771,8381
FBgn0029778,RhoGAP5A,X,-,5616572,5618806,468,345,384,423,407,388,350,304,440
FBgn0052762,CG32762,X,-,5500208,5501229,1,1,3,7,5,3,4,5,11
FBgn0029769,frma,X,-,5493014,5496052,0,0,1,0,0,0,0,0,0
FBgn0029762,NAAT1,X,-,5405238,5410849,2,7,9,4,4,5,4,2,2
FBgn0029756,CG3309,X,-,5326675,5329347,292,209,223,204,206,186,143,193,213
FBgn0028474,CG4119,X,+,5666052,5670652,1886,1350,1227,1549,1462,1408,1104,1286,1420
FBgn0029785,RpL35,X,+,5672401,5673547,40938,30453,30044,29945,32637,29608,29606,29649,38100
FBgn0003747,Gr5a,X,+,5680617,5682488,24,21,22,26,30,23,28,26,35
FBgn0000394,cv,X,+,5690002,5693084,1694,1190,1174,1374,1432,1407,1076,1241,1352
FBgn0029791,AdamTS-B,X,+,5698557,5708633,15,8,7,7,5,3,7,16,10
FBgn0029795,CG15773,X,+,5732740,5734614,0,0,1,0,0,0,0,0,0
FBgn0029798,CG4078,X,+,5747747,5752077,1031,758,627,771,779,734,607,725,701
FBgn0029799,CG15772,X,+,5752249,5754041,9,8,9,7,12,4,5,2,13
FBgn0029801,CG15771,X,+,5755574,5759751,1598,1360,1361,1271,1243,1339,890,1018,1007
FBgn0029809,CG15767,X,+,5789487,5790919,3,0,1,2,1,1,2,1,2
FBgn0029810,CG12239,X,+,5792140,5794543,3,1,1,4,0,1,0,1,1
FBgn0029811,Cpr5C,X,+,5804677,5805344,0,0,0,1,0,0,0,0,0
FBgn0029812,Prosbeta2R1,X,+,5808954,5810158,2,0,1,0,0,0,0,0,0
FBgn0029814,CG15765,X,+,5818559,5840823,0,0,0,0,0,0,0,0,0
FBgn0052761,tRNA:Glu-CTC-6-1Psi,X,+,5832298,5832368,0,0,0,0,0,0,0,0,0
FBgn0029816,CG12729,X,+,5845280,5846106,0,0,0,0,0,0,0,0,0
FBgn0029817,CG15764,X,+,5869095,5870266,0,0,1,0,0,0,0,0,0
FBgn0029820,CG16721,X,+,5879869,5883391,1195,905,867,1006,1052,1000,1028,1145,1089
FBgn0029821,CG4020,X,+,5905746,5908001,14,6,9,2,9,3,6,16,12
FBgn0029822,CG12236,X,+,5908135,5913079,609,434,457,572,551,573,371,481,444
FBgn0029823,Shmt,X,-,5913067,5916797,3423,2316,2071,2377,2235,1890,1766,1757,2839
FBgn0029819,Usp30,X,-,5877000,5879787,850,605,559,651,551,523,424,498,518
FBgn0014340,mof,X,-,5873840,5876853,884,737,635,854,845,842,658,742,700
FBgn0029818,GAA1,X,-,5870841,5873357,1706,1205,1181,1283,1220,1201,1120,1069,1367
FBgn0029813,AgmNAT,X,-,5814864,5815820,195,153,117,126,121,107,116,100,118
FBgn0029807,CG3108,X,-,5777195,5781620,1,0,0,0,0,0,1,1,0
FBgn0029804,CG3097,X,-,5765855,5770780,0,1,2,0,0,1,0,0,2
FBgn0013987,MAPk-Ak2,X,-,5759908,5764203,8349,6048,5941,6001,6086,6016,4297,5362,5377
FBgn0029800,lin-52,X,-,5753390,5754958,434,320,287,373,386,435,378,379,437
FBgn0261383,IntS6,X,-,5738663,5747254,1227,1029,936,1035,995,1018,794,962,824
FBgn0052758,Snx27,X,-,5719374,5738031,2859,2095,2028,2355,2315,2579,1546,1837,1562
FBgn0053080,CG33080,X,-,5708559,5717778,121,98,82,36,44,25,25,21,24
FBgn0027564,CG3149,X,-,5692945,5695205,868,563,544,525,505,513,564,594,601
FBgn0029789,PGAP1,X,-,5685253,5689473,370,327,327,337,392,313,247,314,289
FBgn0046687,Tre1,X,-,5673830,5679977,2367,1679,1608,1874,1776,1819,1523,1861,1813
FBgn0015794,Rab18,X,-,5670827,5671812,1423,1076,1000,1051,1118,1001,1103,1028,1293
FBgn0029783,Sirt4,X,-,5664628,5665940,122,93,79,103,95,87,87,83,134
FBgn0029824,CG3726,X,+,5917097,5941852,72,46,45,56,62,61,45,87,68
FBgn0029825,CG12728,X,+,5942606,5945250,473,442,415,439,504,510,470,529,397
FBgn0052756,CG32756,X,+,5945682,5948353,482,453,417,484,554,561,426,563,397
FBgn0029826,CG6041,X,+,5948160,5950208,67,70,59,69,65,62,58,55,63
FBgn0052755,CG32755,X,+,5950251,5951711,1,1,0,0,1,3,1,2,3
FBgn0029827,CG6048,X,+,5952565,5954046,2,1,0,0,1,1,0,0,3
FBgn0029828,CG6067,X,+,5955629,5958283,0,0,0,0,0,0,0,0,0
FBgn0029830,Grip,X,+,5966279,5986699,61,69,63,42,38,44,20,11,21
FBgn0029831,CG5966,X,+,5988791,5992640,5,6,5,7,4,6,1,2,2
FBgn0029833,MCTS1,X,+,6037892,6039576,1482,1114,1115,1461,1395,1432,1305,1580,1475
FBgn0029834,CG5937,X,+,6040005,6050381,62,48,23,26,35,32,21,22,22
FBgn0029835,CG5921,X,+,6050828,6065646,2,0,1,0,0,0,1,3,0
FBgn0029843,Nep1,X,+,6091205,6103971,10,18,10,13,9,19,9,4,9
FBgn0029849,Efr,X,+,6219957,6222719,1314,971,914,973,1032,1010,821,928,893
FBgn0003514,sqh,X,-,6223061,6225140,12628,10786,10369,11631,11443,10997,9730,10765,12554
FBgn0029848,Btnd,X,-,6217268,6219327,7,7,3,6,5,8,8,4,7
FBgn0040069,vanin-like,X,-,6200188,6202559,0,0,0,0,0,0,1,0,0
FBgn0052751,CG32751,X,-,6196580,6198654,0,0,0,0,0,0,0,0,0
FBgn0052750,CG32750,X,-,6194737,6196439,0,0,0,0,0,0,0,0,0
FBgn0026060,Mipp2,X,-,6082709,6091471,1201,894,925,970,995,1062,880,1002,946
FBgn0029840,raptor,X,-,6082634,6090201,2024,1524,1525,1570,1663,1596,1220,1398,1355
FBgn0029839,CG4660,X,-,6078708,6081372,0,0,0,0,1,1,1,0,1
FBgn0029838,CG4666,X,-,6076072,6077786,3,1,1,2,4,1,1,3,1
FBgn0029837,Tsp5D,X,-,6069131,6074857,2,3,6,3,1,3,1,1,2
FBgn0003302,rux,X,-,6035753,6037800,182,137,122,168,145,129,136,133,189
FBgn0029003,mab-21,X,-,6008183,6013181,3,3,0,0,4,0,1,1,0
FBgn0027546,CG4766,X,-,5997508,6000797,0,0,1,0,1,0,0,0,0
FBgn0005390,fs(1)M3,X,-,5958207,5964247,1,2,3,1,0,0,0,1,0
FBgn0029851,CG14445,X,+,6237315,6240558,2,0,1,1,0,2,0,2,1
FBgn0015818,Spx,X,+,6255822,6257596,918,924,802,1035,1021,985,781,897,969
FBgn0029853,CG3781,X,+,6261169,6262119,763,615,579,702,770,667,589,639,773
FBgn0028982,Spt6,X,+,6267797,6274984,4751,3360,3013,3455,3347,3122,2007,2417,2435
FBgn0029857,wuho,X,+,6288100,6289562,966,605,613,746,699,561,625,594,884
FBgn0029858,mldr,X,+,6291303,6294177,186,136,137,166,142,124,134,98,220
FBgn0029861,CG3815,X,+,6295389,6298970,569,369,350,488,391,429,336,379,449
FBgn0029863,CG3823,X,+,6303975,6306745,13,8,8,3,5,6,9,7,15
FBgn0029864,CG15894,X,+,6309212,6329828,7,2,0,4,3,0,3,2,3
FBgn0029866,CG3842,X,+,6337762,6343731,50,33,45,35,39,39,35,29,31
FBgn0029867,CG3847,X,+,6347103,6349236,2364,2013,1933,2052,2007,2024,1552,1914,1924
FBgn0052748,tRNA:Phe-GAA-1-1,X,+,6516974,6517046,0,0,0,0,0,0,0,0,0
FBgn0029873,CG3918,X,+,6524464,6526342,622,483,522,643,598,590,492,537,655
FBgn0014031,Spat,X,+,6528948,6530726,11,7,5,7,10,6,8,10,14
FBgn0000524,dx,X,+,6533999,6538575,1353,974,920,1123,1138,1171,773,905,761
FBgn0014026,RpL7A,X,-,6530897,6533348,40178,29877,30161,26281,25638,22484,23771,24613,34215
FBgn0029874,CG3342,X,-,6526106,6527888,596,378,386,373,376,381,332,390,444
FBgn0003139,PpV,X,-,6371065,6372915,1828,1194,1221,1402,1339,1365,1204,1297,1386
FBgn0003655,swa,X,-,6363418,6365708,18,13,8,15,8,21,37,49,70
FBgn0016974,swaPsi,X,-,6361496,6363310,1,2,3,2,2,1,3,5,6
FBgn0029868,ND-B16.6,X,-,6349016,6350401,1245,1155,997,1178,1195,1097,1171,1204,1707
FBgn0043796,CG12219,X,-,6299054,6301285,376,271,241,263,224,228,188,197,287
FBgn0028685,Rpt4,X,-,6289470,6291245,4244,3735,3528,4117,3902,3680,3145,3625,4727
FBgn0026015,Top3beta,X,-,6284138,6287990,1085,724,685,842,750,674,609,628,845
FBgn0046113,GluRIIC,2L,+,914086,917805,0,0,0,1,1,1,0,1,1
FBgn0003916,snRNA:U1:21D,2L,-,901491,901654,151,119,98,71,98,77,72,40,59
FBgn0031292,CG15824,2L,-,877172,885141,2,3,2,3,0,3,1,0,1
FBgn0020305,dbe,2L,-,868673,869857,1439,1026,918,1172,1118,1077,1073,1105,1404
FBgn0029095,aru,2L,-,861849,868354,1384,949,861,897,837,783,660,603,791
FBgn0031287,CG4291,2L,-,851251,852730,308,235,215,208,200,198,195,187,317
FBgn0020304,drongo,2L,-,833584,851071,5583,4371,4191,3428,3405,3481,1622,1907,1810
FBgn0031286,CG3862,2L,-,824329,825861,366,306,278,336,325,348,299,285,361
FBgn0031284,PGAP2,2L,-,818079,819508,460,410,410,462,416,427,308,394,391
FBgn0031283,CG15880,2L,-,816994,817950,0,0,0,1,0,0,0,0,0
FBgn0031281,Saf6,2L,-,813314,815950,339,264,225,295,285,294,246,253,285
FBgn0000442,Pkg21D,2L,-,786153,790798,1,1,0,1,1,1,0,1,1
FBgn0026438,Eaat2,2L,-,737212,744395,2,6,5,0,4,3,0,0,0
FBgn0040106,lectin-21Cb,2L,-,620298,621201,0,0,0,0,0,0,0,0,1
FBgn0004611,Plc21C,2L,+,305935,355566,1121,908,919,1253,1281,1334,720,961,827
FBgn0053127,CG33127,2L,+,322101,323091,26,27,15,19,22,16,14,15,10
FBgn0000061,al,2L,+,378112,387439,1,0,3,1,3,2,0,0,3
FBgn0003278,RpI135,2L,+,404285,407969,2522,2444,2017,2608,2607,2895,1750,2516,1828
FBgn0002593,RpLP1,2L,+,419952,420864,50310,35241,34629,29969,29917,29458,29947,29249,39583
FBgn0031254,CG13692,2L,+,421771,422489,30,21,22,33,20,25,143,166,147
FBgn0031255,BBS8,2L,+,422873,425321,4,3,5,8,5,4,18,24,30
FBgn0004583,ex,2L,+,431227,448701,7731,7184,6342,6550,6693,7188,4172,6020,4310
FBgn0031256,shv,2L,+,453108,454654,5625,4136,3726,3261,3310,2980,3275,3764,4087
FBgn0031257,CG4133,2L,+,455531,458745,40,43,44,39,21,14,10,29,19
FBgn0027592,MED15,2L,+,473013,476170,22486,19153,18026,18523,18491,19181,11892,14921,13471
FBgn0003963,ush,2L,+,476220,540560,13223,11843,11058,11037,11221,11860,6244,8929,6826
FBgn0031263,Tspo,2L,+,559612,560523,2196,1458,1368,1583,1680,1427,1607,1339,2132
FBgn0031265,CG2794,2L,+,564163,566472,1047,927,805,980,1016,957,764,890,933
FBgn0031266,Sf3b1,2L,+,568340,572907,2737,2195,1902,2262,2300,2211,1800,2215,1905
FBgn0031268,cold,2L,+,574291,575734,312,271,269,265,347,310,256,235,230
FBgn0023489,Pph13,2L,+,577486,579549,3,2,1,1,2,0,0,2,1
FBgn0010323,Gsc,2L,-,583540,594685,0,3,1,2,1,0,0,0,1
FBgn0013323,Ptth,2L,-,575711,576896,30,25,23,45,46,41,97,110,120
FBgn0031267,Ipk2,2L,-,573033,574264,1285,1023,994,1069,1173,1070,837,888,957
FBgn0021874,Nle,2L,-,566366,568121,1647,1068,950,1140,1115,958,858,849,1090
FBgn0031264,CG11835,2L,-,560568,563819,6,3,4,5,3,5,3,4,5
FBgn0005660,Ets21C,2L,-,544925,552923,572,477,426,453,435,421,251,294,312
FBgn0031260,Spp,2L,-,542786,544653,5000,3749,3666,3686,3526,3381,3165,3537,4073
FBgn0010602,lwr,2L,-,540599,542580,3250,2710,2632,2923,2778,2722,2469,2676,3446
FBgn0043364,cbt,2L,-,476446,479688,1662,1497,1386,2483,2673,2737,3557,4233,3665
FBgn0031258,CG4297,2L,-,458876,472200,187,148,179,155,156,150,255,291,235
FBgn0015924,crq,2L,-,448254,453024,12122,9943,9494,9364,9962,10582,8353,11417,8120
FBgn0031253,CG11885,2L,-,420895,421450,1439,1093,837,1339,1360,1252,1257,1279,1577
FBgn0031252,CG13690,2L,-,418434,419652,1621,1121,1028,1271,1382,1351,1158,1260,1368
FBgn0031251,CG4213,2L,-,396595,402198,5,6,2,1,1,3,4,1,5
FBgn0031250,Ent1,2L,-,355565,357874,2975,2280,2097,2309,2406,2560,1663,2148,1695
FBgn0051921,CG31921,2L,-,329910,332335,0,0,0,0,0,0,0,0,0
FBgn0031249,CG11911,2L,-,320279,321248,0,1,2,0,0,1,0,0,0
FBgn0031248,CG11912,2L,-,318362,319259,0,5,3,0,2,1,0,1,0
FBgn0067779,dbr,2L,+,66482,71390,1474,1263,1274,1485,1594,1745,1117,1471,1065
FBgn0031213,galectin,2L,+,71757,76211,3934,3303,3137,3257,3802,4038,2761,3415,2488
FBgn0031214,CG11374,2L,+,76348,77783,12,3,9,3,7,8,9,10,12
FBgn0031216,Zir,2L,+,94739,102086,2547,2248,2111,2388,2507,2905,1572,2467,1513
FBgn0031217,CG11377,2L,+,102380,104142,2919,2249,2117,2310,2326,2405,2103,2490,2204
FBgn0001142,Gs1,2L,+,132077,134472,3184,2111,1964,3012,3197,3118,4559,4656,5174
FBgn0031224,CG11454,2L,+,143323,144227,1809,1389,1262,1760,1934,1786,1516,1619,1960
FBgn0031228,ND-15,2L,+,114726,156030,2978,2147,1746,2372,2726,2674,3128,2781,3598
FBgn0031229,CG3436,2L,+,156029,157666,3168,3018,2627,3481,3698,3900,3284,3934,3306
FBgn0031231,mRpL10,2L,+,203779,204782,2529,1869,1516,1926,2166,1891,1808,1695,1980
FBgn0031233,Tbc1d15-17,2L,+,207179,210725,3324,2454,2210,2477,2479,2643,1813,2193,1781
FBgn0031235,CG13693,2L,+,232487,234208,0,0,2,0,3,0,0,0,0
FBgn0031240,CG3345,2L,+,269088,271626,1,2,1,1,2,2,4,2,4
FBgn0003444,smo,2L,+,277582,282167,2465,2157,2022,2259,2411,2532,1682,2237,1571
FBgn0031247,CG11562,2L,+,292419,293222,658,483,416,588,719,633,656,611,796
FBgn0024352,Stip1,2L,+,295122,297449,15829,12444,11623,16608,17497,17715,12452,14239,13384
FBgn0020622,Pi3K21B,2L,+,297880,305233,3975,3053,2972,3642,3654,4096,2568,3388,2345
FBgn0017457,U2af38,2L,-,292959,294681,2637,1975,1787,2218,2374,2396,2121,2233,2451
FBgn0025686,Amnionless,2L,-,287252,289144,3,0,3,1,1,1,0,1,1
FBgn0031245,CG3625,2L,-,283385,291795,2057,1582,1418,2011,2147,2025,1464,1585,1638
FBgn0031244,CG11601,2L,-,281670,283269,1194,854,746,966,960,974,884,1026,1063
FBgn0031238,CG3645,2L,-,252589,271744,1265,959,808,968,953,893,728,739,944
FBgn0031239,CG17075,2L,-,259949,267505,115,78,85,56,70,65,50,82,66
FBgn0031232,CG11617,2L,-,204743,207297,16,15,12,11,8,13,17,12,12
FBgn0031227,CG3709,2L,-,153539,155305,937,876,744,967,1088,1145,958,1344,924
FBgn0051974,CG31974,2L,-,141077,143091,14,13,12,17,19,17,24,33,37
FBgn0051975,CG31975,2L,-,138384,140992,496,383,362,518,650,610,600,577,616
FBgn0051976,ovm,2L,-,138384,140992,496,383,362,518,650,610,600,577,616
FBgn0031219,CG13694,2L,-,115365,116488,28,28,29,14,14,15,23,28,36
FBgn0026787,Nhe1,2L,-,103962,106732,1845,1591,1460,1418,1489,1611,936,1189,927
FBgn0002931,net,2L,-,82421,87387,151,112,96,198,179,178,142,152,146
FBgn0051973,Cda5,2L,-,25402,65404,27,17,12,31,17,23,22,19,17
FBgn0031209,Ir21a,2L,-,21823,25155,0,0,0,0,0,0,0,0,0
FBgn0002121,l(2)gl,2L,-,9839,21376,8144,6893,6700,7434,8071,9018,4781,6487,4207
FBgn0036970,Spn77Bc,3L,+,20342634,20344319,28,16,20,22,23,12,17,16,8
FBgn0036974,eRF1,3L,+,20348355,20353873,11241,8264,7410,8400,8917,9572,8434,9695,8513
FBgn0036975,CG5618,3L,+,20353449,20356632,1216,981,895,1077,1034,1090,1126,1296,1335
FBgn0024887,kin17,3L,+,20356807,20358331,852,799,852,763,718,810,665,842,905
FBgn0036977,CG5665,3L,+,20358512,20359820,5,5,3,3,1,3,3,0,3
FBgn0001259,in,3L,+,20367198,20370259,0,1,1,0,0,0,0,0,0
FBgn0036979,CG13247,3L,+,20370313,20371746,1,0,0,0,0,1,0,0,0
FBgn0036980,RhoBTB,3L,+,20376242,20382398,1686,1335,1350,1411,1314,1431,1187,1505,1253
FBgn0036985,zye,3L,+,20413604,20424309,76,62,54,50,50,35,21,30,26
FBgn0036991,CtIP,3L,+,20436250,20438370,462,393,369,467,482,606,491,585,462
FBgn0036993,CG5910,3L,+,20442419,20450580,10,11,12,5,11,5,3,4,5
FBgn0036996,mag,3L,+,20460683,20462274,5,3,4,1,2,1,1,0,2
FBgn0036997,CG5955,3L,+,20466944,20469592,115,74,81,33,37,27,49,38,40
FBgn0036998,CG5969,3L,+,20473783,20474791,1012,790,700,870,908,966,1053,1010,1028
FBgn0036999,isoQC,3L,+,20474466,20477003,1093,972,906,940,1046,962,949,1132,944
FBgn0037001,ND-39,3L,+,20492082,20497084,3370,2416,2191,2324,2391,1935,2024,1841,2957
FBgn0052425,CG32425,3L,+,20497323,20514107,5132,3829,3499,4121,4185,4016,3316,3875,4272
FBgn0037003,CG18281,3L,+,20499836,20501500,33,24,21,15,22,22,9,13,14
FBgn0037004,CG17637,3L,+,20504186,20505700,9,20,14,15,14,7,4,8,10
FBgn0037005,CG5078,3L,+,20506032,20507375,12,8,5,4,4,9,5,7,0
FBgn0037009,CG5104,3L,+,20521009,20522434,3063,2502,2480,2598,2780,2752,2795,3304,2895
FBgn0037011,CG4858,3L,+,20526576,20527910,2032,1543,1249,1352,1482,1562,1532,1564,1631
